id;name;geoid;geoname;value;datetime
686;Precio de cobro desvíos a subir;;;-31.69;2024-05-11T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;-11.24;2024-05-11T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;-26.82;2024-05-11T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;-124.53;2024-05-11T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;-46.59;2024-05-11T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;-26.11;2024-05-11T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.47;2024-05-11T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;-1.06;2024-05-11T19:00:00+02:00
686;Precio de cobro desvíos a subir;;;-8.44;2024-05-11T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;18.09;2024-05-11T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;19.57;2024-05-11T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;11.75;2024-05-11T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;10.86;2024-05-12T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;7.23;2024-05-12T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;64.95;2024-05-12T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;60.31;2024-05-12T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;35;2024-05-12T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;34.99;2024-05-12T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;34.99;2024-05-12T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;2.57;2024-05-12T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;-21.62;2024-05-12T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;-150.52;2024-05-12T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;-7.36;2024-05-12T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;-29.24;2024-05-12T11:00:00+02:00
686;Precio de cobro desvíos a subir;;;-8.69;2024-05-12T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;-7.94;2024-05-12T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;-12.41;2024-05-12T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;-39.7;2024-05-12T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.14;2024-05-12T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;-3.05;2024-05-12T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.77;2024-05-12T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;-5.61;2024-05-12T19:00:00+02:00
686;Precio de cobro desvíos a subir;;;3.53;2024-05-12T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;20.47;2024-05-12T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;13.26;2024-05-12T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;6.05;2024-05-12T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;10.55;2024-05-13T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.74;2024-05-13T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;5.8;2024-05-13T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;5.18;2024-05-13T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;58.78;2024-05-13T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;2.6;2024-05-13T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;17.85;2024-05-13T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;24.33;2024-05-13T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;11.26;2024-05-13T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.48;2024-05-13T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.66;2024-05-13T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;-1.05;2024-05-13T11:00:00+02:00
686;Precio de cobro desvíos a subir;;;-3.65;2024-05-13T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;-8.6;2024-05-13T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;-8.37;2024-05-13T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;-46.73;2024-05-13T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.46;2024-05-13T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.33;2024-05-13T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.05;2024-05-13T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.58;2024-05-13T19:00:00+02:00
